timestamp,sender_name,sender_phone,receiver_name,receiver_phone,amount_kes,transaction_id,location,flagged
2026-03-14 17:07:07,Moraa Mutua,0740796780,Ochieng Ochieng,0741683034,20000,TXN7364100,Westlands Nairobi,NO
2026-03-13 14:22:51,Mutua Otieno,0726647870,Adhiambo Kipchoge,0724812114,7500,TXN5023810,Westlands Nairobi,NO
2026-02-03 15:10:57,Wairimu Maina,0727972586,Adhiambo Kipchoge,0791613566,75000,TXN5559759,Kisumu CBD,NO
2026-01-16 10:06:55,Moraa Otieno,0728469268,Adhiambo Mutua,0700899008,25000,TXN1586556,Meru Town,NO
2026-03-06 14:41:56,Nafula Gathoni,0720289360,Kipchoge Macharia,0792277022,2500,TXN3660455,Nyeri Town,NO
2026-03-13 09:11:30,Chebet Gitau,0791662280,Moraa Mugo,0724290797,1000,TXN5811118,Eldoret Town,NO
2026-03-20 15:44:29,Wambui Mutua,0794886479,Kamau Gitau,0794441810,50000,TXN4699851,Meru Town,NO
2026-02-08 15:41:13,Kariuki Kariuki,0722919199,Kamau Kiprotich,0742860563,20000,TXN5471652,Kasarani Nairobi,NO
2026-01-23 08:29:25,Kamau Mutua,0757466979,Moraa Kipchoge,0724388192,20000,TXN8151714,Nakuru Town,NO
2026-03-01 18:37:03,Njeri Gathoni,0724266100,Wambui Kiprotich,0728477416,2000,TXN7260132,Westlands Nairobi,NO
2026-02-16 16:36:25,Omondi Kiprotich,0725989024,Adhiambo Ochieng,0726228488,50000,TXN9053055,Westlands Nairobi,NO
2026-02-01 09:38:30,Mutua Gathoni,0799690115,Moraa Otieno,0768359037,1000,TXN9819274,Nakuru Town,NO
2026-03-22 13:57:33,Mutua Juma,0757471022,Nyambura Onyango,0724641723,100000,TXN2655362,Westlands Nairobi,NO
2026-03-14 13:17:02,Akinyi Ochieng,0792474094,Nyambura Macharia,0710782650,25000,TXN6952738,Nyeri Town,NO
2026-02-02 15:35:41,Njeri Maina,0721245202,Kipchoge Macharia,0721310413,30000,TXN5813841,Kayole Nairobi,NO
2026-03-12 18:15:49,Nyambura Otieno,0797287569,Kariuki Mugo,0742234575,2000,TXN5675820,Kitale,NO
2026-01-02 16:07:53,Moraa Mwangi,0720572111,Nyambura Kamau,0726940010,2000,TXN8585801,Kayole Nairobi,NO
2026-02-04 08:05:53,Nafula Mugo,0794405442,Ochieng Waweru,0741109843,20000,TXN7072564,Kisumu CBD,NO
2026-03-01 16:29:15,Kipchoge Maina,0768263551,Njeri Kimani,0740136366,75000,TXN3681981,Nakuru Town,NO
2026-03-20 08:27:04,Njeri Njoroge,0724524254,Nafula Juma,0798394205,3000,TXN4246794,Meru Town,NO
2026-03-11 10:29:10,Nafula Ochieng,0721564057,Gitau Macharia,0712224378,1000,TXN4365405,Mombasa CBD,NO
2026-03-08 10:09:18,Nafula Kimani,0742435029,Nafula Mwangi,0722589517,30000,TXN9097062,Mombasa CBD,NO
2026-01-16 17:46:37,Omondi Kipchoge,0797358690,Moraa Mugo,0728975582,50000,TXN1015051,Malindi,NO
2026-02-12 17:51:12,Gitau Waweru,0721627594,Mwangi Njoroge,0727790879,500,TXN5219986,Kitale,NO
2026-02-16 16:58:29,Moraa Kiprotich,0700584332,Wairimu Kariuki,0722296473,2000,TXN5413326,Kitale,NO
2026-02-22 15:53:35,Ochieng Kiprotich,0742244129,Omondi Kamau,0722286026,50000,TXN5666647,Nyeri Town,NO
2026-03-09 17:28:33,Kamau Gitau,0740493291,Kamau Ochieng,0796480973,1000,TXN8533537,Eldoret Town,NO
2026-02-19 11:45:44,Wanjiku Gitau,0768872184,Akinyi Macharia,0768836622,25000,TXN6413362,Kayole Nairobi,NO
2026-02-17 17:56:57,Adhiambo Kiprotich,0729233314,Moraa Maina,0757842687,2500,TXN2093998,Kakamega,NO
2026-02-08 10:12:07,Moraa Gitau,0796466043,Akinyi Waweru,0725781413,2500,TXN4843538,Nakuru Town,NO
2026-03-19 08:57:32,Akinyi Kamau,0711842591,Gitau Gitau,0728987359,500,TXN9981292,Thika Town,NO
2026-03-21 15:40:02,Mutua Ochieng,0712119487,Mutua Juma,0725755717,15000,TXN1217662,Malindi,NO
2026-03-27 16:51:19,Nyambura Kimani,0729951996,Mutua Maina,0768795380,30000,TXN6072416,Kibera Nairobi,NO
2026-02-08 18:04:16,Moraa Kariuki,0741949431,Otieno Wekesa,0793381790,500,TXN9575983,Nakuru Town,NO
2026-03-16 08:20:01,Wambui Kimani,0729428008,Kimani Ochieng,0768100953,7500,TXN1412112,Meru Town,NO
2026-01-20 15:36:50,Kimani Mwangi,0740430063,Kimani Mugo,0710289111,1000,TXN1990445,Nakuru Town,NO
2026-03-27 11:54:45,Otieno Macharia,0711151552,Chebet Mutua,0710509495,15000,TXN4270525,Nyeri Town,NO
2026-03-25 11:04:24,Omondi Waweru,0729120974,Wambui Rotich,0793627493,2000,TXN2673535,Kasarani Nairobi,NO
2026-03-21 17:49:00,Nafula Mugo,0711248021,Moraa Gitau,0796923504,500,TXN2499688,Malindi,NO
2026-01-20 09:27:14,Kipchoge Kimani,0794967647,Ochieng Mugo,0741733190,2500,TXN6121764,Machakos,NO
2026-01-21 15:37:02,Kipchoge Gitau,0723957784,Wairimu Mutua,0725382854,15000,TXN9605113,Kayole Nairobi,NO
2026-03-01 08:23:58,Otieno Rotich,0728295290,Omondi Rotich,0797391076,2500,TXN1116073,Westlands Nairobi,NO
2026-01-21 14:25:24,Chebet Gathoni,0791798636,Adhiambo Kamau,0727678939,25000,TXN7009855,Malindi,NO
2026-03-05 11:39:14,Kamau Kipchoge,0799569795,Gitau Maina,0799715401,5000,TXN8792208,Malindi,NO
2026-02-20 11:50:58,Wanjiku Kamau,0795209410,Wanjiku Kimani,0725897332,15000,TXN7155674,Kayole Nairobi,NO
2026-03-25 10:04:54,Wambui Otieno,0722187537,Wanjiku Kimani,0768167696,5000,TXN5008426,Kasarani Nairobi,NO
2026-01-26 12:44:29,Kipchoge Macharia,0722692741,Wambui Kiprotich,0727720605,5000,TXN8747153,Eldoret Town,NO
2026-03-19 09:37:38,Nafula Rotich,0741745366,Wairimu Macharia,0797771017,50000,TXN4159560,Kasarani Nairobi,NO
2026-01-18 08:52:53,Nafula Gitau,0793460391,Wairimu Kimani,0742189373,25000,TXN7053610,Nakuru Town,NO
2026-03-12 12:42:29,Ochieng Macharia,0729601477,Kipchoge Mutua,0796748382,2000,TXN3586475,Kasarani Nairobi,NO
2026-02-15 17:58:43,Kipchoge Wekesa,0798938448,Moraa Mugo,0725517404,75000,TXN2863427,Meru Town,NO
2026-03-23 12:29:16,Mwangi Mwangi,0790665262,Kariuki Mutua,0757153353,2500,TXN1043699,Nakuru Town,NO
2026-01-16 18:17:28,Kamau Wekesa,0793906411,Nafula Njoroge,0797458076,30000,TXN4440540,Machakos,NO
2026-01-13 14:25:58,Otieno Kipchoge,0740924652,Wairimu Otieno,0790595401,10000,TXN5675878,Nyeri Town,NO
2026-03-05 18:30:11,Moraa Kipchoge,0790535444,Wairimu Waweru,0797764813,30000,TXN8191674,Mombasa CBD,NO
2026-03-15 13:58:36,Omondi Kariuki,0791656314,Omondi Mutua,0790323320,50000,TXN8275587,Kibera Nairobi,NO
2026-02-13 16:36:28,Adhiambo Kimani,0700695974,Gitau Wekesa,0728489939,7500,TXN8968947,Malindi,NO
2026-03-13 15:05:49,Adhiambo Mwangi,0790956991,Gitau Ochieng,0710313068,10000,TXN6326153,Eldoret Town,NO
2026-01-03 16:46:51,Wanjiku Kipchoge,0700375183,Nyambura Gitau,0727819592,2500,TXN7047379,Kisumu CBD,NO
2026-01-07 10:17:01,Chebet Gathoni,0724699832,Wambui Otieno,0729685217,1000,TXN6255123,Kakamega,NO
2026-03-06 09:35:25,Nafula Kariuki,0797245314,Otieno Gitau,0799691070,100000,TXN6028425,Kayole Nairobi,NO
2026-03-19 10:33:50,Gitau Gathoni,0799746961,Omondi Gathoni,0720511440,30000,TXN3545026,Machakos,NO
2026-03-16 15:42:16,Mwangi Wekesa,0794400865,Kamau Kimani,0798715782,20000,TXN2943750,Kakamega,NO
2026-03-03 18:03:23,Wairimu Kamau,0724351873,Otieno Maina,0727773233,2500,TXN1555140,Kakamega,NO
2026-01-22 12:25:15,Akinyi Macharia,0725371734,Adhiambo Ochieng,0795835379,5000,TXN8746658,Thika Town,NO
2026-03-03 16:05:32,Gitau Rotich,0799540718,Mutua Ochieng,0700412175,5000,TXN3638762,Kitale,NO
2026-02-28 16:30:02,Nyambura Macharia,0740464332,Wairimu Gathoni,0728535771,75000,TXN9613025,Nyeri Town,NO
2026-02-09 08:49:48,Wanjiku Mutua,0796563367,Gitau Gitau,0722291856,2000,TXN6409885,Eldoret Town,NO
2026-01-22 17:26:51,Kimani Kamau,0728345632,Wairimu Macharia,0723528790,25000,TXN3645861,Kitale,NO
2026-03-25 18:03:04,Chebet Kimani,0790416619,Nafula Otieno,0798235648,1000,TXN4651025,Thika Town,NO
2026-03-28 12:27:09,Kipchoge Gitau,0768835091,Kariuki Kariuki,0721916006,2500,TXN9898018,Meru Town,NO
2026-01-12 13:32:06,Wanjiku Kiprotich,0710237998,Wambui Macharia,0725118296,500,TXN5992190,Kibera Nairobi,NO
2026-01-10 17:20:10,Nafula Otieno,0722624432,Omondi Gitau,0797952136,50000,TXN6557651,Nakuru Town,NO
2026-01-21 08:02:57,Kipchoge Onyango,0741488165,Njeri Ochieng,0710866628,10000,TXN8459654,Kayole Nairobi,NO
2026-03-08 15:48:26,Njeri Onyango,0729169911,Kariuki Maina,0710750104,5000,TXN8434844,Meru Town,NO
2026-03-21 10:18:26,Moraa Gathoni,0722378850,Kariuki Gitau,0711643906,30000,TXN8788199,Kakamega,NO
2026-03-04 16:38:37,Gitau Macharia,0799423968,Ochieng Gitau,0791476306,50000,TXN8437023,Eldoret Town,NO
2026-02-04 11:40:33,Gitau Rotich,0728464819,Nafula Gathoni,0724512901,500,TXN6736579,Kasarani Nairobi,NO
2026-01-03 13:14:23,Adhiambo Mugo,0798800171,Ochieng Mutua,0794200429,1000,TXN6223678,Kibera Nairobi,NO
2026-01-02 17:02:39,Kipchoge Gathoni,0757522945,Gitau Gitau,0795606676,30000,TXN8938171,Kitale,NO
2026-01-23 16:26:50,Otieno Rotich,0727177947,Kamau Juma,0768435243,100000,TXN6658403,Mombasa CBD,NO
2026-02-22 09:05:43,Gitau Wekesa,0768548581,Kimani Macharia,0740908270,75000,TXN1992257,Nyeri Town,NO
2026-02-01 15:10:26,Mutua Njoroge,0795446786,Kariuki Njoroge,0797809824,10000,TXN5070209,Kisumu CBD,NO
2026-03-25 12:19:56,Akinyi Gitau,0727669190,Gitau Wekesa,0724776207,75000,TXN9570676,Nyeri Town,NO
2026-03-05 15:47:36,Nafula Gitau,0790179311,Wairimu Kamau,0768477350,3000,TXN9095254,Mombasa CBD,NO
2026-01-04 10:11:04,Nafula Ochieng,0795216302,Kamau Waweru,0726587316,20000,TXN7884809,Kakamega,NO
2026-02-17 13:07:37,Moraa Gitau,0792200490,Kamau Kipchoge,0720741887,75000,TXN5602636,Eldoret Town,NO
2026-02-24 09:44:44,Omondi Onyango,0727588364,Kipchoge Kimani,0796361848,10000,TXN6283120,Kasarani Nairobi,NO
2026-03-21 14:12:40,Njeri Kamau,0700593535,Kariuki Juma,0798681214,5000,TXN1447800,Nyeri Town,NO
2026-01-23 17:49:36,Adhiambo Kimani,0795283960,Chebet Njoroge,0722887806,100000,TXN5702655,Westlands Nairobi,NO
2026-01-25 18:36:29,Njeri Mwangi,0710963831,Omondi Kimani,0723996836,100000,TXN4206876,Kayole Nairobi,NO
2026-02-18 08:06:17,Njeri Kipchoge,0741950062,Njeri Kamau,0796762796,20000,TXN4580300,Kasarani Nairobi,NO
2026-01-17 18:10:45,Kimani Otieno,0729804946,Kariuki Juma,0728847414,30000,TXN6585936,Kakamega,NO
2026-03-06 16:42:01,Adhiambo Kipchoge,0799541640,Chebet Kariuki,0726672445,10000,TXN8378536,Kisumu CBD,NO
2026-03-11 09:26:48,Otieno Kariuki,0796508418,Kimani Kamau,0724967521,2000,TXN2095652,Machakos,NO
2026-01-21 13:32:09,Chebet Waweru,0793801272,Wambui Gathoni,0721622394,15000,TXN5810800,Kayole Nairobi,NO
2026-01-06 11:26:43,Nafula Mugo,0757650866,Moraa Kariuki,0729144811,500,TXN3358490,Kibera Nairobi,NO
2026-01-24 08:54:03,Otieno Mugo,0792411379,Kipchoge Wekesa,0721400002,75000,TXN7764695,Kibera Nairobi,NO
2026-01-20 16:34:14,Kamau Ochieng,0792998689,Kipchoge Otieno,0721461272,5000,TXN5509058,Eldoret Town,NO
2026-02-14 14:25:39,Ochieng Maina,0740890096,Wambui Kariuki,0793870658,2500,TXN6362780,Kitale,NO
2026-01-02 14:28:06,Mutua Njoroge,0729153782,Wairimu Gitau,0729178849,25000,TXN5905943,Kisumu CBD,NO
2026-03-06 15:24:02,Nafula Wekesa,0710429020,Wairimu Wekesa,0790697893,25000,TXN6889597,Mombasa CBD,NO
2026-03-21 15:56:36,Wanjiku Mugo,0727429954,Omondi Waweru,0720597694,500,TXN4436202,Kibera Nairobi,NO
2026-02-28 14:19:25,Wanjiku Mugo,0728129401,Wambui Juma,0729221978,2500,TXN4538368,Kisumu CBD,NO
2026-03-19 10:48:05,Chebet Juma,0712584155,Wambui Waweru,0726848421,25000,TXN6774601,Westlands Nairobi,NO
2026-01-13 18:44:18,Akinyi Rotich,0768126124,Mutua Kimani,0725460600,15000,TXN5180174,Nakuru Town,NO
2026-03-16 09:46:01,Ochieng Otieno,0725892611,Kamau Mutua,0741163176,75000,TXN3054010,Meru Town,NO
2026-03-28 15:39:07,Wambui Macharia,0792992898,Chebet Waweru,0792816505,100000,TXN6350517,Meru Town,NO
2026-03-22 15:03:21,Akinyi Wekesa,0722455635,Omondi Mwangi,0795594966,2000,TXN8074064,Eldoret Town,NO
2026-03-25 11:51:24,Kipchoge Njoroge,0740201734,Wanjiku Kiprotich,0793559152,25000,TXN2621363,Nakuru Town,NO
2026-03-06 15:50:14,Chebet Kimani,0794235314,Chebet Maina,0727691778,50000,TXN9929307,Nyeri Town,NO
2026-03-25 09:28:19,Nyambura Kimani,0793523977,Otieno Onyango,0757730086,15000,TXN1090533,Kayole Nairobi,NO
2026-03-10 10:15:02,Kipchoge Macharia,0791606936,Wanjiku Kamau,0725245924,100000,TXN9128292,Meru Town,NO
2026-01-20 17:06:20,Akinyi Otieno,0791534603,Omondi Juma,0728960990,10000,TXN7365886,Kitale,NO
2026-01-05 13:08:02,Gitau Gitau,0757892573,Njeri Kimani,0727192928,75000,TXN3640097,Mombasa CBD,NO
2026-02-19 15:48:36,Omondi Onyango,0728201867,Kariuki Gathoni,0711228963,20000,TXN9430674,Eldoret Town,NO
2026-02-25 18:18:07,Kariuki Rotich,0722457751,Nafula Kipchoge,0740994339,2500,TXN4823011,Kasarani Nairobi,NO
2026-01-28 12:45:24,Otieno Onyango,0700984996,Ochieng Ochieng,0711186581,2500,TXN8653006,Kakamega,NO
2026-03-07 15:41:25,Wairimu Wekesa,0720905153,Kamau Mugo,0700422123,75000,TXN9573498,Kibera Nairobi,NO
2026-01-06 08:53:42,Mwangi Kipchoge,0742221121,Akinyi Rotich,0742572698,10000,TXN3032966,Kisumu CBD,NO
2026-03-06 14:23:53,Kariuki Mutua,0794457894,Kipchoge Njoroge,0795636222,15000,TXN6923688,Malindi,NO
2026-02-23 08:18:11,Kimani Macharia,0794828409,Wambui Mutua,0712768181,15000,TXN6294645,Meru Town,NO
2026-03-22 08:13:33,Gitau Kimani,0729674145,Wairimu Njoroge,0723157138,30000,TXN3844168,Mombasa CBD,NO
2026-02-10 11:46:06,Kariuki Waweru,0728320210,Nyambura Gathoni,0791321834,25000,TXN9990200,Kitale,NO
2026-01-17 14:46:22,Gitau Otieno,0742342467,Moraa Juma,0729560381,30000,TXN1901359,Nakuru Town,NO
2026-02-21 10:22:05,Akinyi Maina,0700962039,Mutua Mwangi,0725781689,25000,TXN1626113,Nyeri Town,NO
2026-03-24 12:10:33,Mutua Kiprotich,0720907655,Kamau Njoroge,0723463892,10000,TXN3386764,Eldoret Town,NO
2026-01-03 11:19:47,Wambui Mutua,0795425867,Mwangi Kamau,0742433968,500,TXN5812222,Kasarani Nairobi,NO
2026-02-18 14:13:04,Adhiambo Kimani,0797285387,Wanjiku Mugo,0726210747,100000,TXN4629899,Malindi,NO
2026-02-21 13:37:48,Chebet Waweru,0794645578,Gitau Juma,0794844021,7500,TXN8903979,Kisumu CBD,NO
2026-01-22 08:05:01,Omondi Rotich,0799685294,Kamau Mugo,0723192750,7500,TXN3970299,Kibera Nairobi,NO
2026-01-03 10:37:23,Mutua Onyango,0727674453,Gitau Macharia,0796584365,2500,TXN3423033,Kasarani Nairobi,NO
2026-02-04 17:59:41,Wairimu Kipchoge,0793976408,Mwangi Rotich,0797234049,30000,TXN4254716,Kitale,NO
2026-01-28 18:52:32,Otieno Rotich,0795504793,Wambui Maina,0793407129,7500,TXN6059331,Kakamega,NO
2026-03-16 18:09:40,Chebet Kipchoge,0700580366,Akinyi Mutua,0792369802,75000,TXN7043674,Nakuru Town,NO
2026-02-10 15:37:35,Wambui Kariuki,0757301544,Akinyi Rotich,0768432422,1000,TXN6355295,Meru Town,NO
2026-02-02 17:20:38,Nafula Ochieng,0757803900,Kipchoge Maina,0741495291,2500,TXN3614714,Westlands Nairobi,NO
2026-03-21 11:09:55,Nyambura Macharia,0711651062,Mwangi Mutua,0797334194,1000,TXN1273542,Kitale,NO
2026-01-26 08:19:23,Kamau Wekesa,0793966314,Moraa Njoroge,0796691279,3000,TXN7837156,Kitale,NO
2026-01-06 14:23:49,Kimani Kiprotich,0797383182,Otieno Kamau,0729261775,2500,TXN9424081,Nyeri Town,NO
2026-01-02 13:06:32,Njeri Otieno,0790893134,Adhiambo Maina,0725646873,15000,TXN9796995,Westlands Nairobi,NO
2026-03-15 17:23:18,Ochieng Waweru,0724244309,Otieno Kipchoge,0791733987,3000,TXN7918392,Thika Town,NO
2026-02-23 14:40:46,Kipchoge Macharia,0725948277,Otieno Maina,0710732904,10000,TXN5358213,Thika Town,NO
2026-01-10 16:43:38,Wambui Njoroge,0792952097,Moraa Gathoni,0712367349,25000,TXN5942684,Machakos,NO
2026-02-17 11:11:21,Nyambura Mugo,0791202198,Kimani Macharia,0727283944,30000,TXN5456270,Mombasa CBD,NO
2026-02-03 11:54:03,Ochieng Otieno,0727689527,Omondi Gathoni,0790596413,500,TXN4424149,Meru Town,NO
2026-01-25 10:15:07,Moraa Macharia,0798319382,Adhiambo Kipchoge,0757541214,10000,TXN8680425,Meru Town,NO
2026-02-26 15:07:15,Wanjiku Kipchoge,0795462492,Kamau Otieno,0726883216,5000,TXN2886923,Thika Town,NO
2026-01-08 10:55:49,Chebet Mwangi,0700922414,Gitau Gathoni,0792639076,100000,TXN8266192,Kisumu CBD,NO
2026-01-23 15:49:44,Kamau Kamau,0740613251,Gitau Mugo,0795436867,500,TXN2330389,Malindi,NO
2026-02-26 14:01:08,Akinyi Ochieng,0720497718,Adhiambo Mugo,0741647451,2000,TXN4159718,Kibera Nairobi,NO
2026-03-09 09:17:42,Kamau Mutua,0723906857,Kamau Ochieng,0768117284,20000,TXN4683126,Machakos,NO
2026-01-02 11:15:17,Kariuki Macharia,0722154831,Kariuki Kipchoge,0799146573,50000,TXN5065088,Nyeri Town,NO
2026-01-13 15:14:26,Chebet Onyango,0792807205,Wairimu Waweru,0742760668,100000,TXN1325398,Machakos,NO
2026-01-19 11:22:58,Wairimu Kipchoge,0726712363,Mwangi Gitau,0768145150,500,TXN6526851,Nakuru Town,NO
2026-01-16 17:29:48,Mutua Wekesa,0722601137,Wairimu Juma,0712817582,100000,TXN3026350,Malindi,NO
2026-03-18 09:21:52,Wambui Otieno,0790117898,Kimani Kimani,0710371019,5000,TXN6257402,Kasarani Nairobi,NO
2026-03-16 14:12:48,Akinyi Gitau,0796158445,Wairimu Kariuki,0791641918,5000,TXN1061887,Machakos,NO
2026-03-24 11:18:57,Njeri Otieno,0768227379,Kamau Maina,0795157416,500,TXN8709385,Westlands Nairobi,NO
2026-01-05 17:55:57,Kipchoge Wekesa,0795513340,Wairimu Mwangi,0722734073,7500,TXN1600894,Meru Town,NO
2026-03-07 14:33:26,Adhiambo Macharia,0792129126,Mutua Waweru,0700563471,2000,TXN5600232,Kibera Nairobi,NO
2026-02-22 10:12:01,Ochieng Maina,0795727295,Chebet Kimani,0728612448,3000,TXN4739600,Kisumu CBD,NO
2026-02-05 11:06:46,Kamau Kamau,0726126490,Kamau Waweru,0790227920,100000,TXN3243382,Kayole Nairobi,NO
2026-01-13 10:55:07,Mwangi Njoroge,0720646895,Kariuki Kariuki,0727700298,500,TXN8727354,Kisumu CBD,NO
2026-02-05 09:39:30,Kipchoge Mwangi,0724803117,Ochieng Kiprotich,0720444075,20000,TXN2372393,Nakuru Town,NO
2026-01-14 09:42:22,Mwangi Macharia,0768553536,Kimani Rotich,0722783856,75000,TXN2995753,Malindi,NO
2026-01-12 18:15:45,Wairimu Otieno,0700375354,Wairimu Maina,0720468365,2000,TXN1676375,Kitale,NO
2026-03-16 10:02:03,Kipchoge Juma,0796172763,Moraa Njoroge,0710596400,20000,TXN7610824,Kakamega,NO
2026-03-05 13:50:17,Gitau Macharia,0790660246,Kipchoge Macharia,0726182698,2500,TXN5494611,Kisumu CBD,NO
2026-03-22 16:05:00,Chebet Kiprotich,0726659946,Kariuki Kariuki,0721898301,15000,TXN2422975,Kibera Nairobi,NO
2026-01-22 18:10:02,Nafula Gitau,0792889332,Nyambura Mwangi,0793866416,75000,TXN6604819,Mombasa CBD,NO
2026-01-01 12:33:10,Njeri Kiprotich,0741607933,Otieno Mwangi,0728609542,75000,TXN1856549,Kakamega,NO
2026-02-21 12:34:57,Kimani Njoroge,0700620390,Adhiambo Mugo,0727329284,10000,TXN8360569,Kayole Nairobi,NO
2026-03-20 08:24:08,Akinyi Gathoni,0793445237,Kipchoge Kimani,0711891318,5000,TXN3183296,Kitale,NO
2026-03-20 17:10:36,Kamau Mugo,0793383750,Kamau Njoroge,0700744522,15000,TXN3564025,Kibera Nairobi,NO
2026-01-23 08:48:26,Wambui Kamau,0794449908,Kamau Gathoni,0790604115,500,TXN7324514,Machakos,NO
2026-02-20 13:46:39,Njeri Kariuki,0741391499,Wairimu Onyango,0797935032,2500,TXN8442083,Meru Town,NO
2026-01-25 09:49:56,Nafula Ochieng,0720237370,Kariuki Njoroge,0720923626,1000,TXN4862146,Machakos,NO
2026-01-01 18:52:41,Mwangi Ochieng,0740670700,Mutua Macharia,0711300433,100000,TXN3085268,Nakuru Town,NO
2026-01-20 17:59:15,Kimani Kiprotich,0728947962,Kariuki Maina,0797197420,3000,TXN4655662,Nyeri Town,NO
2026-01-03 14:52:34,Moraa Kipchoge,0799303721,Akinyi Macharia,0799975386,15000,TXN9422532,Kisumu CBD,NO
2026-01-23 16:13:14,Moraa Mugo,0725861460,Otieno Onyango,0797896939,15000,TXN5913662,Thika Town,NO
2026-02-25 17:21:01,Kariuki Mutua,0792974617,Wairimu Rotich,0757850126,2500,TXN3198121,Kibera Nairobi,NO
2026-01-09 14:30:47,Kariuki Maina,0712268265,Gitau Kariuki,0741446884,25000,TXN1510775,Nyeri Town,NO
2026-01-25 12:43:15,Kimani Otieno,0742572880,Omondi Wekesa,0710798075,10000,TXN5935067,Machakos,NO
2026-01-06 17:41:36,Kipchoge Macharia,0711449699,Moraa Wekesa,0725824549,100000,TXN6218927,Eldoret Town,NO
2026-03-20 17:36:47,Wanjiku Otieno,0741339211,Adhiambo Mutua,0727941584,20000,TXN8839611,Nakuru Town,NO
2026-01-06 15:42:56,Omondi Juma,0799741578,Nafula Wekesa,0794543140,25000,TXN5673857,Kasarani Nairobi,NO
2026-03-26 10:06:21,Njeri Mutua,0793959909,Ochieng Kimani,0726369060,50000,TXN3921041,Eldoret Town,NO
